ASIN,Customer feedback sentiment,Feedback Topic,Topic mentions in Category,Topic mentions in top selling products,Topic mentions in ASIN,Customer feedback examples
B08T7BDMZM,negative,no zip,428,151,1,inner compartment sealed and without zip
B09DGP2H52,negative,size issues,29856,9059,3,"expected size was bigger,i want big size,small size"
B09N3K2ZCP,negative,not safe to carry things,163,74,1,comparing with the images too small not fit
B09N3LZYHF,negative,faded from many areas,83,32,3,"color faded seems to be used,it was faded,fade color"
B08T7BDMZM,negative,no extra compartments,38,20,1,no extra pocket and zipper
B0974S6R81,positive,good color,1950,422,1,very good product color is amazing i am very happy
B09G6VB6DP,negative,black stains on bag,551,188,1,in description it was mentioned set of 5 pieces of green color but received one piece black handbag
B09HSCK9K5,negative,product doesn't look good,9218,3091,17,"was not looking good,look not good,not looks good,not looking good,looking not good"
B09N3K2ZCP,negative,stitching is not proper,2636,1043,73,"product quality is not good and stitching is not good,poor stitch quality and material quality is also not good,poor quality stitching is not up to the mark,stitch quality very bad and 4 pocket no usable,the stitching of the product is not at all good as shown in the picture"
B0B188SMH3,negative,material is not good,6393,2458,5,"material not good,poor material quality,material bad,poor material,poor quality"
B083XZHL6H,negative,waste of money,3228,903,1,it is not at all worth the money
B08QL6VK6H,negative,product color is not matching,56,23,1,item missing quality issue product color not match product are different
B09DGMKBYZ,positive,value for money,8601,2240,2,"good for daily use and its worth the price,its very poor quality and worth for price paid"
B09N3LZYHF,negative,threads coming,172,43,1,threads are coming out of some places and it is lose from some sides
B09VZ8GP4V,negative,not sturdy,481,148,1,not good
B09VZ8GP4V,negative,stitching is torn,178,64,1,torn belts
B07LCN82Z8,positive,shown in picture,2120,456,1,it is as shown as in pic
B08S2TRL5L,negative,expected better quality,244,91,2,"i can find better products on streets,expected a better product"
B08T7BDMZM,negative,cut mark,244,85,1,beg cut h
B08T7BDMZM,negative,narrow product,761,313,3,"size small,small size,small"
B08T7BDMZM,negative,strap is coming off,60,28,1,shoulder strap is unstitched and most stitched is unfinished
B09N3LZYHF,negative,button is not working,138,62,2,"card holder button not working properly,purse is very small and buttons are not correct"
B09N3LZYHF,negative,looks old,2185,529,5,"product seems old and foldings,looks old and not satisfied,products is old,look like old,bad old quality"
B09N3LZYHF,negative,stiches are open,246,91,4,"in complete set i received when i opened it,its borders are rough and fully open,just opened and amazed to de mud in it,poor quality very open on top items will be falling down does not meet expectations"
B09VZ8GP4V,positive,durability is good,73,22,1,worth of money material is good and durability is amazing and very handful to use
B0B7XN8MJT,negative,color not good,3789,1225,2,"color was not satisfy,1 this is not the color i ordered2"
B083Y19MMJ,negative,ordered another one,115,37,1,ordered one and delivery other
B083Y19MMJ,positive,design and material,39,10,1,styling and materials are good but i expect better
B083Y1F9B2,negative,no pockets inside,463,207,2,"there are no inner pockets,size is good and all bags are useful but there is no inside pocket"
B08NYPH9FS,negative,little damaged,178,69,1,its zipper is damaged and it is little bit damaged from one corner
B08QL6VK6H,negative,zip quality,1317,457,1,quality of the product is not good zips also not there
B08T7BDMZM,positive,nice shopping,43,9,1,it is useful for going out for shopping
B09DGMKBYZ,negative,zip inside the bag,239,113,1,there is no zip on bag
B09DGP2H52,negative,color is different from pic,597,213,1,the product is damaged and the color is different from the given picture and also theres black marks on the purse
B09HSCK9K5,negative,not genuine leather,165,50,1,the leather is not soft its rough
B09HSCK9K5,negative,waste of money,3228,903,2,"the quality is no good to compare in price,do not waste your money"
B0B18CN68L,negative,doesn't suit me,1911,576,1,not good as per thought
B0B2K83BT3,negative,strap size is small,231,104,1,the bags are too small and the material is too low as per the expectations
B0BTJ2THK3,negative,no compartments,183,76,1,poor quality and no coulums inside
B07QV1V72M,negative,bag is torn,1721,552,1,the wallet is damaged the leather of the wallet is teared out in small sections
B083XZK6RJ,negative,size is not suitable,859,302,2,"size not good,i dont like size"
B083XZLNYK,negative,product has stains,670,213,1,there is lot of stains and small hole also there and one bag missing
B083Y1392Q,positive,leather quality,910,167,1,the quality of leather is good
B083Y1CZCL,negative,color not good,3789,1225,1,color not look good
B08NYMRBYY,negative,leather is torn,452,114,3,"leather of the product damage,leather is torn out,leather is broken"
B08S2TRL5L,negative,not as shown in picture,13786,4341,27,"doesnt look the same as shown in the picture,its not look like in the picture,not as per shown in picture,not as shown in the picture,looked different in image than in actual"
B0974S6R81,negative,strap is coming off,60,28,1,the metal in the strap is rusted
B09PJMZ7XF,positive,shown in picture,2120,456,1,like product
B07YDCWLWF,negative,product doesn't look good,9218,3091,3,"not look good,not good"
B0824QC1H4,negative,color not same,903,280,1,color is not the same as shown in the image
B083XZK6RJ,positive,spacious product,1655,270,1,its so spacious and stylish tge smallest one is so cute but actually not useful but loved it a lot its really worth of money
B08NYMRBYY,negative,lock is broken,76,25,1,lock is broken in the small purse
B09XBDVYC3,negative,hard material,523,177,1,very hard material
B0B18FMNG4,negative,bad quality,6425,2142,1,it is not nice
B07P73CMNF,negative,old bag,695,185,1,multiple white spot in shoulder bag seems old
B07QW3348P,negative,stiches are open,246,91,1,the fabric and quality was fine however when i opened and checked i realized the small pocket at the bag was torned
B07RPY7XTW,negative,stitching is not proper,2636,1043,1,stitching is not good
B08NYMRBYY,negative,doesn't up to mark,1526,493,2,"not up to the mark,not"
B08S2TRL5L,positive,good style,206,56,1,its style is good and price is reasonable
B09HSCK9K5,negative,dirty product,1108,235,3,"item has spots and looks dirty,dirty product,this dirty and so poor quality"
B09N3LZYHF,negative,not sturdy,481,148,3,"not durable and not as i expect,not at all good,not spacious"
B0B2K4GHMJ,negative,material is not good,6393,2458,1,poor material racksene
B0BTJ2THK3,negative,color design,1103,288,1,the color and shine is different of the bag
B083XZK6RJ,negative,didn't expect this size,526,205,1,item size is too small and looks not good
B08S2TRL5L,negative,rough material,120,39,1,rough
B09N3K2ZCP,negative,chain is not working,489,155,4,"chain not working properly,chain not proper fitting,its chain not covered completely,stitching zip chain strap was not good"
B083XZK6RJ,negative,ordered another one,115,37,2,"had to order something else not this one,ordered another one"
B083Y1392Q,negative,color is different from pic,597,213,2,"color is not what is shown in pic,the product is not in good quality and also the color is not shown as in the pic"
B083Y1392Q,negative,dull color,1638,414,9,"color are different and dull,dull color please return,it is very dull,product color is different from picture and is darker shade and dull,poor fabric and very dull looking"
B083Y19MMJ,negative,doesn't suit me,1911,576,4,"not useful,not convenient,it does not suit for me and the hanging in the handle is not good and doll is not there,wish to place in jewelry boxes while journey but not suited"
B08QL6VK6H,negative,bag is torn,1721,552,3,"hand of the bag is torn,product was torn inside and package was damaged,received a torn product"
B0B188SMH3,negative,bad quality,6425,2142,2,"quality is not good,its not a good quality"
B07CCFYTJT,negative,not as shown in picture,13786,4341,1,quality is not as aspected
B083Y1392Q,negative,not as shown in picture,13786,4341,33,"its not looking similar in the picture,not as same as the picture,not looks as shown in the pic,not same as picture,its looks different as shown on photo"
B083Y19MMJ,positive,color as shown,432,122,1,the quality is really good for this price and the color is same as shown in the picture
B09N3LZYHF,negative,zip not available,320,90,2,"side zip not available and product lite color,multiple zips not available"
B0B7XJHFXJ,positive,good comfortable,573,124,1,unable to open and use it with ease
B0BTJ4C92R,negative,not as shown in picture,13786,4341,1,poor quality not worth
B07CRJJC8M,negative,zip quality,1317,457,2,"quality of zip is very poor,dislike the quality of zip is very bad"
B07Z2YP39B,negative,looks like used,491,138,1,rusted stained probably used
B08NYPH9FS,negative,waste of money,3228,903,5,"quality is very bad wastes of money,dont go for it its a waste of money,total waste of money,very very poor quality like tail very small in size please please dont waste your money on this product,i wasted money on this"
B09HSCK9K5,negative,bag is torn,1721,552,1,the bag is torn
B09N3K2ZCP,negative,zipper stuck,95,40,2,"zipper or strap problem,the stitch zipper and hooks quality is also too poor"
B083XZK6RJ,negative,broken strap,464,179,1,damaged item / strap
B083XZK6RJ,negative,dirt marks on product,197,55,2,"the product is damaged and dirt,completely damaged and dirt product received"
B083Y19MMJ,negative,bed quality,185,63,2,"very bed product,bed quality"
B083Y19MMJ,negative,small hole in bag,146,63,1,a small hole in the bag
B08NYMRBYY,negative,cheap quality leather,279,125,1,very dirty and cheap product
B08T7BDMZM,negative,zipper stuck,95,40,2,"produced zipper is damge,produced zipper"
B08T7BDMZM,positive,spacious product,1655,270,2,"good and spacious bag,1st bag looks spacious probably good for travel or work"
B09PJMQ24C,negative,size issues,29856,9059,30,"too small n not as per description,please return size is too small,the product is too small and different from my sisters expectations,this product is too small,requires large than you delivered us"
