ASIN,Customer feedback sentiment,Feedback Topic,Topic mentions in Category,Topic mentions in top selling products,Topic mentions in ASIN,Customer feedback examples
B0BN6DD5Z6,negative,item was not packed,133,45,1,under side material is not good
B0C3RD6F92,negative,bag is torn,1189,285,1,black color purse is torned
B07RKHYVMC,negative,material is not good,4433,960,2,"not good material too,nothing like as shown in the pic the product received is not at all leather and the material is not at all good"
B07RPZB7MY,positive,value for money,7369,1266,1,worth it
B07RSKSM2N,negative,not as shown in picture,10280,1970,1,the product is not like shown in the picture
B083XZYY9H,negative,item was not packed,133,45,2,"the item was not properly packed,item was not packed with care and purse has been damaged because of it"
B0999K5S3P,negative,doesn't look like new,223,49,1,it doesnt seem like a new one
B09Q1F3WWH,negative,fake product,1547,387,1,fake advertising
B09Q1FYRHD,negative,short length,612,137,1,very short
B0B464X5MJ,positive,material quality,1741,257,1,loved the material
B07DBBTW4F,negative,waste of money,3189,599,2,waste of money
B07KSH25Q4,negative,button is broken,91,15,1,the zip and button are broken
B07MY663PD,negative,not as shown in picture,10280,1970,1,product is not as described
B082RDZZJ1,positive,matte finish,33,7,1,material is not that thick but soft and matt finish so looks nice
B083Y1XPMM,negative,class quality,31,3,1,all the bags were of very poor and third class quality product
B09HTYRYLX,positive,good design,701,127,1,the color and design is also very pretty and exactly same as shown in the picture
B09M9YDVF4,negative,color not good,3861,866,1,color is not same as like my order
B09Q1JVKQW,positive,spacious to hold phone,15,2,1,very trendy its small to look at but spacious enough to fit in a lot of things
B083Y1XPMM,negative,doesn't look like this,703,194,2,"not according to me,not like"
B083Y1XPMM,positive,style look,62,5,1,style
B09Q1F3WWH,negative,not as shown in picture,10280,1970,8,"not look as in pic,not as expected and shown in the pic,different from the picture,product is not what was described in the details,its different"
B09Q1G7BT2,negative,design is not good,419,126,1,i didnt t like the original product
B0BGFR4NPZ,negative,leather is torn,420,69,1,the faux leather is a little bit chipped on the front
B0BGFR5F3M,negative,not a genuine product,312,92,1,product quality is not expected like shown in image
B07Q3GTJSY,negative,size issues,21476,3691,1,everything is perfect except that the size is smaller than expected from its description
B09Q1GYYVY,negative,size is little bigger,227,69,1,i expected big
B0B464X5MJ,negative,material not up to mark,227,74,2,"not up to the mark,its supposed to be to sling bag but it isnt"
B0BGFR849K,negative,not as shown in picture,10280,1970,1,no same product
B083XZYY9H,positive,looks nice,7013,969,16,"its really nice,very nice,nice combo,nice one,its very nice and worth less"
B083Y1XPMM,positive,nice color,1771,253,3,"best product in this range and color is so beautiful,moreover color quality is also best,its a nice color bag but doesnt look good with my dress"
B09Q1DBMM6,negative,scratches on product,795,223,2,"it has scratches and torn,scratches on the bag"
B0BN6DD5Z6,negative,product doesn't look good,8306,1788,3,"not good,not good,not good"
B07BVKZXCV,negative,looks old,3077,592,1,the quality is poor and the brass buckles and chains have lost color making the product look old and unimpressive
B07R6HNVPN,negative,torned material,959,241,1,small wallet is defective torn from inside and also cloth has been torned
B083XZYY9H,negative,size issues,21476,3691,70,"as per last item it is small,too small as compared to image,size is too small and damaged product received,size is small as compared to last item,the product is too small"
B09M9ZGYBF,negative,fake product,1547,387,1,does not seem to be original
B09Q1DT2RW,negative,size is not fit,3432,821,2,"size issue,size or fit issue"
B09Q1FYRHD,negative,bad quality,4794,893,1,not good quality
B09Q1FYRHD,negative,stitching is not proper,2146,553,1,stitching of the bag is not good
B09Q1HN2B2,negative,not sturdy,482,105,1,not well made
B0B464X5MJ,negative,small damage,134,29,1,little damage finishing is not good
B07DT1ZGQ7,negative,dull color,1714,352,2,"very different and flat from what was received,its not similar to the puctute shown dull material though justifiable in the given price"
B07MY4VS9V,negative,material is not good,4433,960,2,"item is not of good quality,material quality is not good compared to as expected"
B07RZ8KZS9,positive,leather quality,665,76,1,nice combo leather bags reasonable price
B083Y1XPMM,positive,mobile and money,443,152,1,worth for money
B09Q1FYRHD,negative,lock is not working,371,115,1,i dont like lock systems
B09Q1FYRHD,negative,useless for purpose,1464,283,1,doesnt t look good not required
B07DT1ZGQ7,positive,nice color,1771,253,1,superb in this price nice color perfect size for normal use
B07KSH25Q4,negative,bad smell,664,152,1,the material stinks very badly
B07MJC7FFH,negative,zip is broken,938,167,1,the zip was broken inside and it was smaller than we assume from the picture
B07S2KWHXL,positive,looks nice,7013,969,2,"but beautiful,nice"
B083Y1XPMM,negative,size issues,21476,3691,34,"quality not as expected and size too small,size is too small color is very dark,the size is small according to my needs,size is too small as compare to prize,it is too small"
B0C3RD6F92,negative,no context cluster,74,21,1,its not
B07DT1ZGQ7,negative,waste of money,3189,599,11,"worst hard earned money will go waste,its absolutely waste of money,the price tag is missing,for this quality better price is available,waste of money"
B07DT1ZGQ7,positive,carry many things,211,36,1,i thought small sling bag but bag size is quite big which means enough to carry essential things
B07KSGPXGB,negative,one zip,121,18,1,the quality is ok but there is only one zip
B07MQFK89D,negative,product doesn't look good,8306,1788,1,not so attractive
B09G6XVLFL,negative,size issues,21476,3691,1,very small and inside chain also properly not fitted hence return this item
B0BGFR4NPZ,negative,strap is too small,205,69,1,length of belt is too small very uncomfortable
B0BGFR849K,negative,bad quality,4794,893,1,quality is not good
B0BRKX4JN5,negative,product doesn't look good,8306,1788,1,quality is not good looks also not good
B07KSJ1TW5,negative,waste of money,3189,599,2,"please do not waste your money on this product,do not waste your money on this product"
B083XZYY9H,positive,picture looks good,411,93,2,"good outlook,on image good but physically not good"
B083Y1XPMM,positive,leather quality,665,76,2,"awesome leather is very good,leather quality is great"
B09HTYRYLX,negative,leather is coming off,190,49,1,the leather peels off
B07C9X4TSX,negative,color not good,3861,866,1,color
B07CG1YVH4,negative,color not good,3861,866,1,the color is not good and the zip of bag is too weak
B07DSY697V,negative,not as shown in picture,10280,1970,1,got different one
B07S2KWHXL,negative,color not good,3861,866,1,color not suitable
B083XZYY9H,negative,scratches on product,795,223,5,"scratches are there,big scratch marks on one side of bag and quality not mach with website description,received damage handbag with scratch mark,scratch on the body of large bag,scratches on purse and also packing was not good"
B083Y1XPMM,negative,no pockets inside the bag,563,130,7,"there is no pocket inside and also outside of the bag,inside der are no partition to keep things no pockets,no separate packet in the bag so no good,there is no columns in the bagsingle column in the bag,no compartments in the bigger bag"
B09G6XVLFL,negative,product doesn't look good,8306,1788,3,not good
B09HTYRYLX,positive,looks nice,7013,969,4,"its really nice,its good in look but quality not maintained,nice,its the complete value for money and looks very pretty"
B09HTYRYLX,positive,strong smell,19,1,1,the smell is looking good
B09Q1FX34C,positive,chain quality,205,35,1,value for money chain quality is good product is good for gift purposes
B0B464X5MJ,negative,dirty from inside,119,27,1,not in a good condition scratched and torn from the edges with some loose threads here and there looks dusty and a little old
B07R6HNVPN,negative,stitching is not proper,2146,553,1,the stitching is not good
B07RKHYVMC,positive,good condition,329,103,1,very good qualify nice look
B09HTYRYLX,positive,material quality,1741,257,1,material is awesome
B09M9YDVF4,positive,shown in picture,2895,503,1,it is more beautiful than shown in the photos
B09Q1JVKQW,negative,small dent,323,85,1,small in size and quality is poor
B07DT1ZGQ7,negative,not comfortable,621,160,1,not at all good
B07J2NZKL3,negative,size issues,21476,3691,4,"item color is different and size is very small,size too small,too small,bag size very small"
B07P7P4ZSR,negative,size issues,21476,3691,13,"its too small in size,size is too small,it is quite small,very small size,quality is ok but size is too small"
B07RKHYVMC,negative,not as shown in picture,10280,1970,17,"not at all like as shown in picture,this looks nothing like in the picture,item is not their as per the picture,looks not exactly what is shown in picture,item is completely different from what shown in the picture"
B083Y1XPMM,negative,bad smell,664,152,3,"so disgusting product smelling so weird,it has an extremely bad smell,not satisfied with appearance smelly stuff"
B083Y1XPMM,negative,bag is torn,1189,285,2,"the bag is torn,broken product damaged received"
B0B464X5MJ,negative,stitching is not proper,2146,553,12,"the stitches are very bad material quality is also very bad,along with this the stitching of the bag is not proper,product has stains and it looked old stitch is also poor,stitching is bad as well,product had stains and poor quality stitching"
B0BGFR4NPZ,negative,product doesn't look good,8306,1788,2,"not good,not good"
B07C9X4TSX,negative,black color,1237,175,1,also the color of the bag was grey in picture but what was received was black
B07DBBTW4F,negative,threads coming,299,95,1,overlapping of thread can be seen at many places although a good combo pricing the quality and finish could have been better
B07DT1ZGQ7,negative,chain quality,276,50,2,"chain and inside,insisted chain quality is poor and broken too"
B07MY5VPCV,negative,not as shown in picture,10280,1970,1,very bad quality of product doesnt not match the image shown on amazon page
B07RKHYVMC,negative,black color,1237,175,4,"item delivered is black in color,received black color instead of brown,i bought brown color and sent black color,we ordered brown tan color and delivered black color"
B07RPZB7MY,negative,zip is not working,1508,318,1,looks good but zip is defective
B07RZ8KZS9,negative,useless for purpose,1464,283,1,not even worth for 200 / -
B083Y1XPMM,negative,fake product,1547,387,2,"does not seem to be original,does not seem to be original"
B09M9ZGYBF,negative,loose material,39,9,1,loose stiches
B0B464X5MJ,positive,matte finish,33,7,1,threads coming out even in picture purse texture is showing glossy but its matt and also quality issue
B0BGFR849K,positive,carry daily,17,1,1,i use to carry daily
B07DSZ3GDS,positive,material quality,1741,257,1,material was also good
B07DT1ZGQ7,negative,looks old,3077,592,3,"its looks old,the bag looks old and doesnt t even looks like picture even the down area is different,looks like old purse"
B07NY89BY7,negative,stitching is not proper,2146,553,1,stitching is of bad quality
B083Y1XPMM,negative,scratches on product,795,223,3,"its completely old and scratches can be seen everywhere,its not a leather product and it have some scratches,scratches and small cutting on the side portion if big bag"
B09M9ZGYBF,negative,color faded,811,167,1,looks faded and the tackle is different from what is shown in the image
B09M9ZGYBF,negative,short strap,268,62,3,"strip is very small its not sling bag,the strap is extremely small its a purse not a sling bag,strap is short"
B09Q1F3WWH,negative,product has stains,850,197,1,its looks good but i see some stains on it
